Gene	sgRNA	Vehicle|beta	Vehicle|z	Vehicle|p-value	Vehicle|fdr	Vehicle|wald-p-value	Vehicle|wald-fdr	APR|beta	APR|z	APR|p-value	APR|fdr	APR|wald-p-value	APR|wald-fdr
MFI2	4	0.10339	0.71083	0.57349	0.96286	0.47719	0.95209	-0.010233	-0.070193	0.92681	0.9983	0.94404	0.98345
CCK	4	0.26747	1.2815	0.13673	0.73101	0.20003	0.95209	0.23149	1.1085	0.30395	0.88878	0.26766	0.76828
LYRM4	4	-0.14242	-0.36707	0.47937	0.94713	0.71357	0.96284	-0.1761	-0.45248	0.43014	0.93626	0.65092	0.885
GNPTG	4	-0.015051	-0.069311	0.9381	0.99564	0.94474	0.99308	0.088519	0.40781	0.72196	0.98372	0.68341	0.89584
TMEM99	4	0.010878	0.066573	0.95267	0.99688	0.94692	0.99397	0.14036	0.86023	0.54818	0.96071	0.38966	0.80504
controlguide994	1	0.020207	0.46967	0.96529	0.99782	0.63859	0.9548	0.037639	0.87485	0.94153	0.99892	0.38166	0.80166
CDC42	4	-1.3627	-3.5383	4.9722e-05	0.0028329	0.00040264	0.099499	-0.71635	-1.866	0.014519	0.23686	0.062038	0.75718
GXYLT2	4	0.064576	0.42239	0.73016	0.98289	0.67274	0.96038	-0.090648	-0.59269	0.65821	0.97945	0.55339	0.85262
DEFA3	4	0.10724	0.6261	0.55798	0.9599	0.53125	0.953	-0.22623	-1.3179	0.32771	0.90176	0.18754	0.75718
TSR1	4	-0.1555	-0.55913	0.44401	0.93594	0.57607	0.953	0.15462	0.56335	0.5082	0.95858	0.5732	0.85962
CD7	4	0.057275	0.20045	0.75835	0.98621	0.84113	0.97987	0.10543	0.36898	0.66358	0.98028	0.71214	0.90985
VPS13C	4	0.37282	1.6326	0.039578	0.42228	0.10255	0.95209	-0.092016	-0.40243	0.65483	0.97922	0.68737	0.89767
TRIM73	4	0.096536	0.38899	0.60029	0.966	0.69728	0.96074	0.13211	0.53216	0.57538	0.96623	0.59461	0.86575
UPK1B	4	0.0075177	0.041741	0.96679	0.99782	0.9667	0.99699	-0.096147	-0.53269	0.64176	0.97708	0.59425	0.86557
FAXC	4	0.2043	0.93412	0.25865	0.8604	0.35024	0.95209	0.40184	1.8389	0.067074	0.53553	0.065937	0.75718
PHF8	4	0.17038	0.83134	0.35009	0.91378	0.40578	0.95209	0.21649	1.0563	0.33721	0.90572	0.29084	0.7715
RAET1L	4	0.053874	0.53239	0.77103	0.98658	0.59445	0.953	-0.01531	-0.15119	0.91045	0.9983	0.87983	0.96416
NUMB	4	0.051275	0.36414	0.78147	0.98874	0.71575	0.96291	0.11977	0.85076	0.6152	0.97254	0.3949	0.80747
ANGEL2	4	0.0081101	0.069292	0.96445	0.99782	0.94476	0.99308	0.023746	0.20275	0.95142	0.99892	0.83933	0.95144
MYBL2	4	-0.35147	-0.97455	0.12376	0.70755	0.32978	0.95209	0.0014632	0.0041032	0.96803	0.99892	0.99673	0.99911
GMCL1	4	0.037803	0.22814	0.84024	0.99121	0.81954	0.97863	-0.029377	-0.17716	0.86108	0.99571	0.85938	0.95741
COL9A3	4	0.06883	0.55042	0.71256	0.98112	0.58203	0.953	-0.019837	-0.15859	0.8934	0.99668	0.87399	0.96232
LGALS12	4	-0.18881	-1.1626	0.36138	0.91585	0.24501	0.95209	-0.092914	-0.57235	0.65185	0.97922	0.56709	0.85791
CTXN2	4	-0.0086461	-0.068556	0.96306	0.99782	0.94534	0.99325	-0.03192	-0.25291	0.85163	0.99571	0.80034	0.93746
C9orf57	4	-0.21689	-0.77836	0.30236	0.88182	0.43635	0.95209	0.22073	0.79645	0.32767	0.90175	0.42577	0.81454
SLC1A2	4	0.34425	1.3781	0.055837	0.50067	0.16817	0.95209	0.31989	1.2804	0.14728	0.73154	0.2004	0.75804
PDPR	4	-0.46914	-1.4974	0.053799	0.4925	0.13429	0.95209	-0.60749	-1.9305	0.03038	0.36304	0.053542	0.75718
CD207	4	-0.041443	-0.12811	0.83115	0.99121	0.89806	0.98664	0.05215	0.16134	0.85491	0.99571	0.87183	0.96125
BLK	4	0.079246	0.34594	0.67089	0.97443	0.72939	0.96644	-0.047469	-0.20665	0.80047	0.99114	0.83628	0.95065
TMEM217	4	0.33859	1.3475	0.059914	0.5165	0.17783	0.95209	0.10632	0.42275	0.66	0.97985	0.67248	0.89296
SMIM2	4	0.056055	0.34598	0.76278	0.98621	0.72936	0.96644	0.21693	1.3396	0.33647	0.90509	0.18038	0.75718
GTSCR1	4	0.059423	0.32697	0.7495	0.98484	0.74369	0.96644	0.075476	0.41511	0.76835	0.98672	0.67806	0.8936
SERPINE3	4	-0.060526	-0.97924	0.75885	0.98621	0.32746	0.95209	0.027273	0.44126	0.9383	0.99831	0.65902	0.88731
RPL41	4	0.0040639	0.0087703	0.98349	0.99824	0.993	0.9994	0.28703	0.62117	0.19575	0.79585	0.53449	0.84543
ITSN2	4	-0.027923	-0.19534	0.88564	0.9922	0.84513	0.98065	-0.073739	-0.51554	0.71306	0.98372	0.60618	0.8692
ATP6V1B1	4	0.082133	0.51801	0.65851	0.97443	0.60445	0.953	0.29834	1.887	0.17751	0.7689	0.059161	0.75718
SETD4	4	-0.10107	-0.79405	0.60809	0.96614	0.42717	0.95209	0.10066	0.79103	0.68133	0.98146	0.42893	0.81591
controlguide93	1	-0.018975	-0.3983	0.94988	0.99635	0.69041	0.96074	-0.045299	-0.95085	0.91413	0.9983	0.34168	0.79316
BCAS3	4	-0.085464	-0.48242	0.66522	0.97443	0.62951	0.95438	0.091579	0.51768	0.71306	0.98372	0.60468	0.8692
TUBAL3	4	0.015266	0.10457	0.93467	0.99564	0.91672	0.99067	0.044175	0.30255	0.88131	0.99623	0.76223	0.92573
PLEKHA3	4	-0.034281	-0.094038	0.86073	0.99121	0.92508	0.99142	0.56839	1.5648	0.010093	0.1859	0.11762	0.75718
CNFN	4	0.20318	1.2908	0.26129	0.86303	0.19678	0.95209	0.16045	1.0193	0.49025	0.95074	0.30808	0.77667
ASIP	4	0.0030372	0.0049652	0.98757	0.99824	0.99604	0.9994	0.030199	0.049359	0.92875	0.9983	0.96063	0.98995
BAG6	4	0.097952	0.45914	0.59462	0.966	0.64613	0.9567	0.17999	0.84435	0.43392	0.93688	0.39848	0.80781
CYP3A4	4	-0.1049	-0.70839	0.59671	0.966	0.4787	0.95209	-0.15648	-1.0564	0.47524	0.94736	0.2908	0.7715
ZNF418	4	-0.099426	-0.43731	0.61371	0.96782	0.66189	0.95945	-0.288	-1.2609	0.22802	0.83388	0.20734	0.76078
PCCB	4	-0.016632	-0.069312	0.93203	0.99564	0.94474	0.99308	0.29238	1.2196	0.18695	0.78382	0.22262	0.76223
INAFM2	4	-0.37022	-1.8181	0.11028	0.67221	0.069045	0.95209	-0.075182	-0.37019	0.70863	0.98372	0.71124	0.90941
MCTS1	4	-0.15898	-1.0992	0.43447	0.93584	0.2717	0.95209	-0.37951	-2.6229	0.13062	0.70505	0.0087172	0.48298
KIAA2012	4	-0.057211	-0.46723	0.77098	0.98658	0.64033	0.95532	-0.19966	-1.6296	0.37957	0.92233	0.10319	0.75718
DACT2	4	-0.021793	-0.1074	0.9101	0.99405	0.91447	0.99027	-0.18543	-0.91182	0.4103	0.93393	0.36186	0.79752
controlguide104	1	0.35575	0.83736	0.30091	0.88069	0.40239	0.95209	-0.041383	-0.097408	0.91861	0.9983	0.9224	0.97675
MRPL55	4	-1.2614	-2.7808	0.00019889	0.0088692	0.0054229	0.42359	-1.3677	-3.0094	0.00029833	0.016713	0.0026173	0.2796
C7	4	-0.1392	-0.66752	0.48886	0.94713	0.50444	0.95281	0.016905	0.081202	0.97673	0.99964	0.93528	0.98027
NUP214	4	-0.22323	-0.42803	0.29057	0.87776	0.66863	0.95996	-0.63596	-1.216	0.025557	0.3329	0.22398	0.76334
ITGB2	4	0.077325	0.61267	0.6786	0.97591	0.54009	0.953	-0.057869	-0.45786	0.76372	0.98594	0.64705	0.8838
CBY3	4	-0.12819	-0.7124	0.52416	0.95434	0.47622	0.95209	0.14791	0.82232	0.52784	0.95969	0.41089	0.81037
WDR64	4	0.018828	0.089156	0.9196	0.99405	0.92896	0.99142	0.0094642	0.04481	0.99722	0.9999	0.96426	0.99113
HOXC9	4	-0.17646	-0.79523	0.39091	0.9255	0.42648	0.95209	-0.031481	-0.14194	0.85342	0.99571	0.88713	0.96767
RWDD2B	4	0.013665	0.055845	0.94023	0.99564	0.95547	0.9949	-0.12995	-0.52856	0.54356	0.96014	0.59711	0.86683
F2RL3	4	0.064039	0.28334	0.7321	0.98289	0.77692	0.9719	0.40145	1.791	0.067323	0.53688	0.073301	0.75718
STAB2	4	0.22828	0.88723	0.20684	0.81743	0.37496	0.95209	0.32582	1.2667	0.13977	0.71545	0.20526	0.76078
FANCL	4	-1.0506	-2.3197	0.00079554	0.025932	0.020358	0.79275	-1.0305	-2.2714	0.002138	0.064179	0.02312	0.6635
MC2R	4	0.42839	1.6708	0.018944	0.27021	0.094761	0.95209	0.14197	0.55264	0.54371	0.96014	0.58051	0.8611
ZFYVE9	4	0.097344	0.27432	0.59711	0.966	0.78384	0.97241	-0.10368	-0.29079	0.61869	0.97254	0.77121	0.92899
controlguide896	1	0.41487	0.81437	0.22842	0.83798	0.41543	0.95209	0.023126	0.045395	0.96644	0.99892	0.96379	0.99089
RHEBL1	4	0.022091	0.22678	0.90538	0.99356	0.8206	0.97863	0.014469	0.14851	0.98563	0.9999	0.88194	0.96489
NR1D2	4	-0.1518	-0.65074	0.45381	0.94141	0.51522	0.953	-0.41299	-1.7664	0.10586	0.65894	0.077333	0.75718
UBE3D	4	-0.38727	-1.1784	0.098498	0.64574	0.23862	0.95209	-0.72148	-2.1839	0.014171	0.23457	0.028968	0.73174
LAMTOR5	4	-0.26963	-0.84692	0.21584	0.8274	0.39704	0.95209	-0.016009	-0.050413	0.90777	0.9983	0.95979	0.98961
TP53INP2	4	-0.18162	-1.1674	0.37739	0.92183	0.24305	0.95209	-0.17954	-1.1537	0.42243	0.93422	0.24861	0.76583
HIST1H2AH	4	0.2651	0.79929	0.14056	0.74052	0.42412	0.95209	0.11746	0.35271	0.62212	0.97271	0.72431	0.91398
HIST1H2BF	4	-0.26128	-1.0136	0.22758	0.83798	0.31076	0.95209	-0.12784	-0.49721	0.54972	0.96082	0.61904	0.87367
RGS9	4	-0.039949	-0.25232	0.83781	0.99121	0.80079	0.97454	-0.092656	-0.5852	0.65255	0.97922	0.55841	0.85461
TXNL1	4	0.04915	0.40818	0.79082	0.99025	0.68314	0.96053	0.12653	1.0509	0.59228	0.96987	0.29331	0.77218
SGSH	4	-0.30722	-0.97193	0.1691	0.78707	0.33108	0.95209	-0.40576	-1.2829	0.11073	0.67139	0.19951	0.75718
MFSD1	4	-0.27918	-1.0605	0.20217	0.81291	0.28893	0.95209	-0.51005	-1.9241	0.057329	0.50659	0.054341	0.75718
IFNLR1	4	-0.38358	-2.7027	0.10059	0.64861	0.0068776	0.47209	-0.10347	-0.72936	0.61943	0.97254	0.46578	0.82429
CCBL1	4	0.076884	0.50086	0.68014	0.97598	0.61647	0.95392	-0.024895	-0.16197	0.87599	0.99571	0.87133	0.96125
EZH1	4	0.30226	1.6906	0.090891	0.62496	0.090907	0.95209	0.13274	0.74137	0.57304	0.96533	0.45847	0.82283
PRY	4	0.44166	1.3021	0.015762	0.23835	0.19287	0.95209	0.40789	1.2012	0.062649	0.52196	0.22968	0.76342
RASL10A	4	-0.17212	-0.68356	0.4016	0.92728	0.49425	0.95281	-0.20279	-0.80425	0.37356	0.91949	0.42125	0.81368
RAB4A	4	0.04353	0.45995	0.81533	0.99079	0.64555	0.95646	-0.033492	-0.35364	0.84621	0.99515	0.72361	0.91386
NINJ2	4	0.25499	0.97268	0.15886	0.77222	0.33071	0.95209	0.39147	1.496	0.074433	0.56443	0.13466	0.75718
HTRA2	4	-0.92831	-1.9149	0.0016905	0.046703	0.055511	0.95209	-1.128	-2.32	0.0010939	0.039927	0.020341	0.64271
TMED3	4	0.028573	0.24023	0.87729	0.99121	0.81015	0.97566	0.18784	1.5807	0.41284	0.93422	0.11394	0.75718
GOLGA8B	4	-0.31019	-1.0238	0.16532	0.77978	0.30594	0.95209	-0.59264	-1.9465	0.033214	0.37911	0.051599	0.75718
ACTL6B	4	-0.029221	-0.1441	0.88072	0.99127	0.88542	0.98401	-0.12405	-0.61036	0.56006	0.96267	0.54162	0.84771
TNF	4	0.12571	1.0858	0.49204	0.94713	0.27758	0.95209	0.15054	1.2999	0.51929	0.95969	0.19362	0.75718
TATDN2	4	0.14409	0.69478	0.43128	0.93577	0.48719	0.95281	0.11688	0.56332	0.62406	0.97272	0.57322	0.85962
ZNF664-FAM101A	4	-0.24551	-1.8709	0.25129	0.85403	0.061354	0.95209	0.12375	0.94451	0.60138	0.9712	0.34491	0.79397
VSTM5	4	0.27706	1.2115	0.12222	0.70329	0.22572	0.95209	0.39494	1.7282	0.072047	0.55662	0.083945	0.75718
LLGL1	4	-0.12209	-1.0027	0.54286	0.95755	0.31599	0.95209	-0.14603	-1.1992	0.50189	0.95644	0.23046	0.76342
MAPKAPK5	4	-0.17363	-0.86348	0.39777	0.9255	0.38787	0.95209	-0.050719	-0.25252	0.78843	0.98945	0.80064	0.93746
RUNX3	4	-0.26934	-1.2673	0.21619	0.8274	0.20505	0.95209	-0.084137	-0.3965	0.67825	0.98066	0.69174	0.90045
GKN2	4	0.14319	1.0758	0.43417	0.93584	0.28203	0.95209	0.088563	0.66504	0.72186	0.98372	0.50603	0.83709
RNF166	4	0.016472	0.070236	0.92984	0.99553	0.94401	0.99308	0.072747	0.31021	0.77814	0.98826	0.7564	0.92368
GPR161	4	-0.048523	-0.20549	0.8035	0.99079	0.83719	0.97968	0.063392	0.26894	0.8117	0.99184	0.78798	0.93487
NPY1R	4	0.12059	0.54239	0.5097	0.95138	0.58755	0.953	-0.014549	-0.06537	0.91329	0.9983	0.94788	0.98539
controlguide962	1	0.20058	0.91189	0.56593	0.96113	0.36183	0.95209	-0.0050125	-0.022788	0.98528	0.9999	0.98182	0.99552
AFF2	4	0.34668	1.7387	0.053898	0.4925	0.082086	0.95209	0.16109	0.80759	0.48846	0.95074	0.41933	0.81315
MUSTN1	4	-0.39978	-1.8213	0.090642	0.62453	0.068561	0.95209	-0.14088	-0.64403	0.51367	0.95868	0.51956	0.84004
FAM19A4	4	-0.1707	-0.64482	0.40488	0.92816	0.51904	0.953	-0.24312	-0.91678	0.29738	0.88415	0.35926	0.79752
C1QTNF6	4	0.1176	0.64583	0.52063	0.95364	0.51839	0.953	0.3011	1.6549	0.17378	0.7642	0.097948	0.75718
NISCH	4	0.27305	0.85998	0.12783	0.71306	0.3898	0.95209	0.34947	1.1018	0.11471	0.67733	0.27053	0.76828
NOMO3	4	-0.016768	-0.08589	0.93148	0.99564	0.93155	0.99142	0.1721	0.88243	0.45565	0.94484	0.37754	0.79863
KRT26	4	-0.2815	-0.7901	0.19973	0.80978	0.42947	0.95209	0.079571	0.22489	0.75388	0.98514	0.82207	0.94536
INPP5D	4	0.047151	0.17524	0.79932	0.99079	0.86089	0.98247	0.047388	0.176	0.87057	0.99571	0.86029	0.95777
RNF31	4	-0.12808	-0.78575	0.52441	0.95434	0.43201	0.95209	-0.32819	-2.0119	0.17825	0.76981	0.044236	0.75718
CAMKK1	4	-0.28687	-1.2839	0.19287	0.80444	0.19916	0.95209	0.099112	0.44499	0.68631	0.98159	0.65633	0.88724
ANTXR2	4	0.071395	0.62759	0.70361	0.98034	0.53027	0.953	-0.10908	-0.95728	0.60442	0.97133	0.33843	0.7909
TUBB1	4	-0.15777	-1.2568	0.43775	0.93584	0.20883	0.95209	-0.20629	-1.643	0.36665	0.91796	0.10038	0.75718
ACBD3	4	-0.001659	-0.014195	0.99115	0.99895	0.98867	0.99923	-0.040652	-0.34754	0.82264	0.99267	0.72819	0.91436
KRTAP5-1	4	0.36618	0.99838	0.04281	0.43884	0.3181	0.95209	0.40199	1.096	0.066826	0.53482	0.27309	0.76849
ZC3H4	4	-0.40108	-1.3027	0.089747	0.62032	0.19266	0.95209	-0.19417	-0.63241	0.39166	0.92581	0.52712	0.84227
NOXO1	4	-0.04008	-0.14077	0.83721	0.99121	0.88805	0.98506	0.17528	0.61679	0.44615	0.94243	0.53737	0.84682
KCNRG	4	0.18016	0.80023	0.32036	0.89461	0.42358	0.95209	0.23924	1.0627	0.28724	0.8769	0.28793	0.7715
FIBP	4	-0.066281	-0.16119	0.73712	0.98289	0.87195	0.98277	0.13036	0.31894	0.58105	0.96915	0.74977	0.92191
ZBTB17	4	-0.98499	-1.5582	0.0011436	0.034535	0.11919	0.95209	-0.83875	-1.3345	0.0064141	0.13536	0.18203	0.75718
HN1	4	-0.26217	-0.83612	0.22613	0.83683	0.40309	0.95209	0.32741	1.0466	0.13803	0.71407	0.29527	0.77218
F8	4	-0.0124	-0.12237	0.94879	0.99619	0.90261	0.98747	0.055962	0.55231	0.84059	0.99366	0.58073	0.8611
LINGO4	4	0.26975	0.91624	0.13286	0.72255	0.35954	0.95209	0.22274	0.75596	0.32244	0.90085	0.44967	0.82004
LRIF1	4	0.063332	0.55279	0.73454	0.98289	0.58041	0.953	0.1476	1.2885	0.52844	0.95969	0.19757	0.75718
SYMPK	4	-0.21583	-0.41439	0.30469	0.88465	0.67859	0.96049	-0.28136	-0.53672	0.23807	0.84444	0.59146	0.86478
ACTR3	4	-0.49695	-1.6937	0.044053	0.44456	0.09032	0.95209	-0.61494	-2.0942	0.028888	0.3538	0.036243	0.75718
NAA40	4	0.033736	0.42952	0.85596	0.99121	0.66754	0.9597	-0.1124	-1.4302	0.59397	0.97005	0.15266	0.75718
FAM83B	4	0.0045478	0.034591	0.98091	0.99824	0.97241	0.99761	0.057051	0.43395	0.83612	0.99366	0.66432	0.88966
ERGIC3	4	0.10724	0.93942	0.55798	0.9599	0.34752	0.95209	-0.07038	-0.61547	0.72419	0.98372	0.53824	0.84703
SLC18A3	4	0.0036587	0.02179	0.98548	0.99824	0.98262	0.99846	-0.31528	-1.8672	0.19411	0.7938	0.061869	0.75718
MMP7	4	0.069141	0.38369	0.71127	0.981	0.70121	0.96074	0.15759	0.87476	0.49911	0.95482	0.38171	0.80168
CREB3L2	4	0.1382	0.62107	0.44968	0.93877	0.53455	0.953	-0.041287	-0.18543	0.8207	0.99243	0.85289	0.95561
CDR1	4	-0.28845	-1.6098	0.19073	0.80394	0.10745	0.95209	-0.33201	-1.8517	0.17442	0.76494	0.064062	0.75718
controlguide963	1	0.57663	0.52923	0.10407	0.65937	0.59664	0.953	0.57488	0.52763	0.16373	0.75114	0.59775	0.8672
TBL1XR1	4	-0.21791	-1.1087	0.30047	0.88059	0.26756	0.95209	-0.014028	-0.071733	0.91473	0.9983	0.94281	0.98314
RASGEF1A	4	0.057183	0.18361	0.7589	0.98621	0.85432	0.98247	0.16138	0.51833	0.48737	0.95047	0.60423	0.8692
GATAD2A	4	-0.072757	-0.30409	0.71405	0.98135	0.76106	0.96833	-0.17276	-0.72069	0.43874	0.93933	0.4711	0.82547
SERINC1	4	-0.2019	-1.2126	0.33204	0.90416	0.2253	0.95209	-0.13366	-0.80279	0.53396	0.96014	0.4221	0.8138
VPS8	4	-0.14525	-0.8217	0.47181	0.94569	0.41124	0.95209	0.10506	0.5948	0.66488	0.98028	0.55197	0.85186
FAIM	4	0.12277	0.95041	0.50154	0.94839	0.3419	0.95209	-0.051596	-0.3994	0.78446	0.98912	0.6896	0.89928
SSUH2	4	0.092769	0.33783	0.61431	0.96782	0.73549	0.96644	0.093705	0.34116	0.7051	0.98372	0.73298	0.91612
TRIB1	4	-0.018726	-0.074865	0.92273	0.99432	0.94032	0.99246	-0.17037	-0.67542	0.44481	0.94243	0.49941	0.83369
AADACL4	4	0.1682	0.81471	0.35596	0.91513	0.41524	0.95209	0.10385	0.50295	0.66895	0.98028	0.615	0.87262
PRR22	4	-0.0073354	-0.05504	0.96813	0.99782	0.95611	0.99509	-0.08389	-0.62917	0.679	0.98082	0.52924	0.84329
TRIM49B	4	-0.066211	-0.58825	0.73737	0.98289	0.55636	0.953	-0.0033018	-0.029337	0.95013	0.99892	0.9766	0.99456
AAAS	4	-0.0587	-0.27583	0.76591	0.98621	0.78268	0.97214	-0.073647	-0.34545	0.71336	0.98372	0.72976	0.91456
DEFB125	4	-0.094251	-0.4066	0.63286	0.97	0.6843	0.96053	-0.026384	-0.11382	0.87117	0.99571	0.90938	0.97427
HOMEZ	4	0.27813	1.1695	0.12057	0.69902	0.24222	0.95209	0.1695	0.71168	0.46256	0.94504	0.47666	0.82563
CNTNAP1	4	-0.14176	-0.7251	0.4815	0.94713	0.46839	0.95209	0.2875	1.4726	0.19466	0.7938	0.14085	0.75718
OR51Q1	4	0.068712	0.54917	0.71306	0.98112	0.58289	0.953	-0.18691	-1.4889	0.40687	0.93142	0.13651	0.75718
CES1	4	-0.45846	-2.4766	0.058274	0.50999	0.013264	0.6636	-0.16563	-0.89864	0.4547	0.94484	0.36884	0.79752
GRIP2	4	0.083346	0.70035	0.65374	0.97417	0.48371	0.95224	-0.034064	-0.28564	0.84432	0.99432	0.77515	0.93091
CCDC22	4	-0.14654	-0.7914	0.46783	0.94421	0.42871	0.95209	-0.095594	-0.51629	0.64315	0.97733	0.60565	0.8692
PARN	4	-0.088969	-0.50154	0.65195	0.97343	0.61599	0.95392	-0.076407	-0.43043	0.70436	0.98372	0.66688	0.89062
ALPP	4	-0.1316	-0.8454	0.51233	0.95138	0.39789	0.95209	-0.065295	-0.41952	0.7407	0.98514	0.67484	0.89332
CRELD1	4	-0.019346	-0.077652	0.91975	0.99405	0.9381	0.99195	0.1014	0.40711	0.67815	0.98066	0.68393	0.89608
EME2	4	0.12296	0.51428	0.50075	0.94839	0.60706	0.953	0.3289	1.3771	0.13594	0.71139	0.16848	0.75718
controlguide179	1	0.27078	0.67956	0.43133	0.93577	0.49678	0.95281	0.22755	0.57107	0.59427	0.97005	0.56795	0.85813
ASB14	4	-0.13337	-1.0214	0.50651	0.95046	0.30707	0.95209	-0.1772	-1.3566	0.42721	0.93573	0.17491	0.75718
CPEB3	4	-0.10892	-0.68779	0.58507	0.96518	0.49159	0.95281	-0.16944	-1.069	0.44685	0.94243	0.28509	0.77062
IQCC	4	0.1056	0.48767	0.56548	0.96113	0.62579	0.95408	-0.18426	-0.84732	0.41314	0.93422	0.39682	0.80781
SAMD4A	4	0.11728	0.39042	0.52138	0.95364	0.69623	0.96074	0.4195	1.3995	0.056434	0.5031	0.16167	0.75718
GDPD5	4	-0.076531	-0.3833	0.69973	0.979	0.70149	0.96074	0.065056	0.32597	0.80604	0.99156	0.74444	0.92052
SLC30A1	4	-0.14465	-1.0469	0.47355	0.94588	0.29516	0.95209	-0.18291	-1.3234	0.41547	0.93422	0.18571	0.75718
MOV10	4	0.20209	1.4735	0.26377	0.86522	0.14062	0.95209	0.011198	0.081313	0.99801	0.9999	0.93519	0.98025
ST8SIA6	4	0.1464	0.90571	0.42263	0.93355	0.36509	0.95209	-0.25677	-1.5832	0.27595	0.87326	0.11337	0.75718
GANC	4	-0.13004	-0.844	0.51735	0.95275	0.39867	0.95209	-0.21776	-1.4128	0.34387	0.90833	0.15771	0.75718
GMEB2	4	0.029488	0.07951	0.8742	0.99121	0.93663	0.9917	0.5186	1.4028	0.018894	0.279	0.16068	0.75718
ZNF821	4	0.3322	1.2264	0.063793	0.53237	0.22004	0.95209	0.1413	0.5205	0.54564	0.96061	0.60271	0.8682
PRL	4	0.16701	0.75496	0.35884	0.91563	0.45027	0.95209	0.083236	0.37444	0.7402	0.98514	0.70808	0.90817
ZNF662	4	-0.17072	-0.61606	0.40478	0.92816	0.53785	0.953	0.41053	1.4894	0.061158	0.51746	0.13638	0.75718
RDH5	4	0.16472	0.97624	0.36605	0.91796	0.32895	0.95209	0.17155	1.0166	0.45744	0.94484	0.30936	0.77743
CCAR1	4	-0.74885	-1.9972	0.0067621	0.1323	0.045799	0.95209	-0.61244	-1.6351	0.029485	0.35831	0.10203	0.75718
MGMT	4	0.071889	0.3477	0.70162	0.98	0.72806	0.96644	0.30449	1.4733	0.1699	0.75978	0.14066	0.75718
MLLT1	4	-0.0436	-0.15869	0.82289	0.99079	0.87391	0.98277	-0.10584	-0.38458	0.61282	0.97254	0.70055	0.90433
CSPG4	4	0.1197	0.53285	0.51288	0.95138	0.59414	0.953	0.39945	1.7814	0.068665	0.54285	0.074839	0.75718
MFSD3	4	0.13931	0.49556	0.44501	0.93629	0.62021	0.95408	0.23556	0.83797	0.29589	0.88346	0.40205	0.80781
ACY1	4	0.0095151	0.073347	0.95833	0.99772	0.94153	0.99303	-0.053316	-0.41076	0.77879	0.98858	0.68125	0.89489
TEX13B	4	0.12413	0.72799	0.49702	0.94779	0.46662	0.95209	0.19096	1.1199	0.40458	0.93142	0.26276	0.76791
WDTC1	4	0.47643	1.2387	0.0091488	0.16254	0.21547	0.95209	0.37496	0.97477	0.089101	0.61265	0.32967	0.78623
WFDC13	4	-0.15033	-0.97784	0.45784	0.94406	0.32815	0.95209	0.013186	0.085836	0.99125	0.9999	0.9316	0.97894
HPSE	4	0.21242	1.4481	0.24085	0.84761	0.14758	0.95209	-0.11191	-0.76129	0.59566	0.97033	0.44649	0.81903
SLC44A2	4	-0.020858	-0.076091	0.91339	0.99405	0.93935	0.99223	-0.030577	-0.11149	0.85675	0.99571	0.91122	0.97457
CAMP	4	0.094591	0.58606	0.6077	0.96614	0.55783	0.953	-0.2117	-1.31	0.35675	0.91355	0.19018	0.75718
FADD	4	0.22463	1.2407	0.21321	0.82282	0.21472	0.95209	0.10691	0.59037	0.65787	0.97942	0.55494	0.85276
DEFB134	4	-0.14287	-0.78616	0.47802	0.94713	0.43178	0.95209	-0.44113	-2.4227	0.088355	0.60953	0.015404	0.589
MYH7B	4	-0.10159	-0.59608	0.6065	0.96614	0.55112	0.953	-0.21335	-1.245	0.35432	0.91277	0.21314	0.76098
ADAMTS4	4	0.16503	1.2119	0.36491	0.91749	0.22554	0.95209	0.12004	0.88131	0.61466	0.97254	0.37815	0.79922
IQCH	4	0.20745	0.82611	0.25134	0.85403	0.40874	0.95209	0.27775	1.1062	0.21072	0.81344	0.26865	0.76828
CECR6	4	0.1784	0.89925	0.32503	0.89893	0.36852	0.95209	0.097374	0.49062	0.69197	0.98277	0.62369	0.87565
CCDC120	4	-0.096657	-0.77239	0.62336	0.96918	0.43988	0.95209	0.131	1.0474	0.57886	0.96785	0.2949	0.77218
ZNF358	4	0.12054	0.73439	0.51009	0.95138	0.46271	0.95209	0.18844	1.1481	0.41125	0.93422	0.25092	0.76583
TCEAL6	4	0.026067	0.1248	0.88803	0.99233	0.90068	0.98713	-0.014834	-0.070973	0.91204	0.9983	0.94342	0.98333
controlguide705	1	0.087249	0.13424	0.8217	0.99079	0.89322	0.98528	0.50109	0.77094	0.21937	0.82493	0.44074	0.81788
NKX2-4	4	0.4127	1.3811	0.023319	0.30815	0.16725	0.95209	0.17496	0.58369	0.44685	0.94243	0.55943	0.85493
RBMY1D	4	0.035934	0.30818	0.84691	0.99121	0.75794	0.96777	-0.078093	-0.66933	0.69839	0.98372	0.50329	0.83557
KIF2C	4	-0.21536	-0.80283	0.30564	0.88551	0.42207	0.95209	-0.18979	-0.70714	0.401	0.9299	0.47948	0.82632
GNAI3	4	0.094524	0.68703	0.60804	0.96614	0.49207	0.95281	-0.036916	-0.26824	0.83482	0.99366	0.78852	0.93509
KCNMB4	4	0.066403	0.44785	0.72235	0.98178	0.65426	0.95776	0.1957	1.3212	0.39086	0.92581	0.18643	0.75718
